,文章ID,發文時間,更新時間,留言內容,按讚數,關鍵字
1315,238840630,2022-05-10 01:47:33.832000+00:00,2022-05-10T01:47:33.832Z,想推個姊姊Andy老師在最後有宣傳Instagram追蹤姊姊就真有追蹤了覺得很貼心耶,9.0,"['想', '推個', '姊姊', 'Andy', '老師', '在', '最後有', '宣傳', 'Instagram', '追', '蹤', '姊姊', '就', '真', '有', '追', '蹤', '了', '覺得', '很', '貼', '心耶']"
1316,238840630,2022-05-10 02:30:12.803000+00:00,2022-05-10T02:30:12.803Z,題外話雙胞胎樣子長說不出怪異大眼無神加上態度不好給人觀感真很差耶才16歲還有機會脫離9圈啊妹妹們不要放棄自己多念點書,131.0,"['題', '外話', '雙胞', '胎樣', '子長', '說', '不出', '怪異', '大眼', '無神', '加上', '態度', '不好', '給人觀', '感真', '很', '差耶才', '16', '歲', '還有', '機會', '脫離', '9', '圈', '啊', '妹妹', '們', '不要', '放棄', '自己', '多', '念點', '書']"
1319,238840630,2022-05-10 07:22:41.007000+00:00,2022-05-10T09:32:48.466Z,我猜酷炫會再拍一部片挽救雙胞胎形象,20.0,"['我', '猜酷', '炫會', '再', '拍', '一部', '片', '挽救', '雙胞胎', '形象']"
1320,238840630,2022-05-10 11:41:32.021000+00:00,2022-05-10T11:41:32.021Z,Andy剪那顆頭是真很醜笑死,21.0,"['Andy', '剪', '那', '顆頭', '是', '真', '很醜', '笑', '死']"
1321,238840630,2022-05-10 11:52:54.201000+00:00,2022-05-10T11:52:54.201Z,icomHBowjvJJoeman是不是事先就在偷臭啊我真要笑死這集有夠好看,9.0,"['icomHBowjvJJoeman', '是', '不是', '事先', '就', '在', '偷', '臭', '啊', '我', '真要', '笑', '死', '這集', '有夠', '好看']"
1322,238840630,2022-05-10 12:46:14.057000+00:00,2022-05-10T12:46:14.057Z,我跟我男友邊吃晚餐邊看看到那段我男友笑到不行👦🏻乾這集太有娛樂效果了吧妹妹感覺都快哭了結果滑下去還真看到別人也這樣說我就放心了😇,4.0,"['我', '跟', '我', '男友邊', '吃', '晚', '餐邊', '看', '看', '到', '那', '段', '我', '男友', '笑', '到', '不行', '👦', '🏻', '乾', '這集', '太有', '娛樂', '效果', '了', '吧', '妹妹', '感覺', '都', '快', '哭', '了結', '果滑', '下去', '還真', '看', '到', '別人', '也', '這樣', '說', '我', '就', '放心', '了', '😇']"
1324,238840630,2022-05-10 15:03:35.287000+00:00,2022-05-10T15:04:38.345Z,一開頭介紹嘉賓時候就眼神一直飄站不站好又晃來晃去講話沒東西完全沒有互動感兩個人從頭到尾眉來眼去完全花瓶又9風要不是卜心救場這麼長一集只有九面應該也很難撐,97.0,"['一開', '頭', '介紹', '嘉賓', '時候', '就', '眼神', '一直', '飄站', '不', '站', '好', '又', '晃', '來', '晃', '去', '講話', '沒東西', '完全', '沒有', '互動', '感', '兩個', '人', '從頭到尾', '眉來', '眼去', '完全', '花瓶', '又', '9', '風要', '不是', '卜心', '救場', '這麼', '長', '一集', '只有', '九面', '應該', '也', '很', '難撐']"
1325,238840630,2022-05-10 15:42:35.226000+00:00,2022-05-10T15:42:35.226Z,可是真很不好看如果是我也會哭⋯,15.0,"['可是', '真', '很', '不', '好看', '如果', '是', '我', '也', '會', '哭', '⋯']"
1326,238840630,2022-05-10 16:03:18.643000+00:00,2022-05-10T16:10:10.977Z,沒看過如此臭臉啦是欠她多少錢又超不敬業找左左右右還比較有看頭活在自己圈子雙胞胎,11.0,"['沒', '看過', '如此', '臭臉', '啦', '是', '欠', '她', '多少錢', '又', '超', '不敬', '業找', '左', '左右', '右', '還比', '較', '有', '看頭活', '在', '自己', '圈子', '雙胞胎']"
1327,238840630,2022-05-10 17:40:45.330000+00:00,2022-05-10T17:40:45.330Z,所以大家喜歡看假表情就對了真心演出也很棒啊,6.0,"['所以', '大家', '喜歡', '看', '假表情', '就', '對', '了', '真心', '演出', '也', '很棒', '啊']"
1328,238840630,2022-05-10 19:21:51.316000+00:00,2022-05-10T19:37:31.103Z,其實大多數人做髮型之前應該是會去看一下理髮師風格影片中也有放很多Andy跟其他名人合作照片從中也可以看出他風格是比較偏向舞台造型那類我是覺得不能說醜啦應該是要說藝術很難懂🤣話說我覺得那個髮型跟持修是不是一樣啊哈哈哈而且姊姊台風明顯好很多至少都還是面帶微笑最後評價也是有在想辦法幫忙圓場只能說妹妹還是要多學習一下最後還是心疼九妹畢竟看了那麼多他影片品質一直都在線這次確實有失望到🥲,12.0,"['其實', '大多數', '人', '做', '髮', '型', '之前', '應該', '是', '會', '去', '看', '一下', '理', '髮', '師風格', '影片', '中', '也', '有', '放', '很多', 'Andy', '跟', '其他', '名人', '合作', '照片', '從中', '也', '可以', '看出', '他', '風格', '是', '比', '較', '偏向', '舞台', '造型', '那類', '我', '是', '覺得', '不能', '說醜', '啦', '應該', '是', '要', '說', '藝術', '很', '難', '懂', '🤣', '話', '說', '我', '覺得', '那個', '髮', '型', '跟', '持修', '是', '不是', '一樣', '啊', '哈哈哈', '而且', '姊姊', '台風明', '顯好', '很多', '至少', '都', '還是', '面帶', '微笑', '最後評價', '也', '是', '有', '在', '想', '辦法', '幫忙', '圓場', '只能', '說', '妹妹', '還是', '要', '多', '學習', '一下', '最後還', '是', '心疼', '九妹', '畢竟', '看', '了', '那麼', '多', '他', '影片', '品質', '一直', '都', '在線', '這次確', '實有', '失望', '到', '\U0001f972']"
1329,238840630,2022-05-11 02:17:31.057000+00:00,2022-05-11T02:17:31.057Z,真是很不喜歡這對雙胞胎反骨旗下女藝人一個個把自己物化現在也要荼毒這16歲雙胞胎看了兩姐妹ig不由感嘆現在小孩到底怎麼了16歲就拿身材來做文章,17.0,"['真是', '很', '不', '喜歡', '這對', '雙胞胎', '反骨旗', '下', '女藝人', '一個個', '把', '自己', '物化', '現在', '也', '要', '荼', '毒', '這', '16', '歲', '雙胞胎', '看', '了', '兩姐妹', 'ig', '不由', '感嘆', '現在', '小孩', '到底', '怎麼', '了', '16', '歲', '就', '拿', '身材來', '做文章']"
1331,238840630,2022-05-11 10:57:24.151000+00:00,2022-05-11T10:57:24.151Z,唯一一部對決從頭看到尾,1.0,"['唯一', '一部', '對決', '從頭', '看到', '尾']"
1332,238840630,2022-05-11 21:36:01.639000+00:00,2022-05-11T21:37:52.913Z,姐姐比較好看妹妹五官比例不正確沒有批評長相意思再搭上這髮型裂開,2.0,"['姐姐', '比較', '好看', '妹妹', '五官', '比例', '不正', '確', '沒有', '批評', '長', '相', '意思', '再', '搭', '上', '這', '髮', '型', '裂開']"
1333,238840630,2022-05-12 11:50:56.507000+00:00,2022-05-12T11:50:56.507Z,Joeman找這兩個來根本降低影片品質整支影片只覺得joeman很可憐卜心整個情商高又會講話,11.0,"['Joeman', '找', '這', '兩個', '來', '根本', '降低', '影片', '品質', '整支', '影片', '只', '覺得', 'joeman', '很', '可憐', '卜心', '整個', '情商', '高', '又', '會', '講話']"
1334,238840630,2022-05-12 12:08:50.773000+00:00,2022-05-12T12:08:50.773Z,真不要在那邊什麼高中生而已啊多多包容體諒之類雖然還在讀書沒錯但要記得會無限包容你只有學校欸既然選擇當YouTuber就意味著出社會工作在社會上誰有那個耐心去無限包容你,14.0,"['真', '不要', '在', '那邊', '什麼', '高', '中生', '而', '已', '啊', '多多', '包容', '體諒', '之類', '雖然', '還在', '讀書', '沒錯', '但要', '記得會', '無限', '包容', '你', '只有', '學校', '欸', '既然', '選擇當', 'YouTuber', '就', '意味著', '出社會', '工作', '在', '社會', '上', '誰', '有', '那個', '耐心', '去', '無限', '包容', '你']"
1335,238840630,2022-05-12 12:19:49.406000+00:00,2022-05-12T12:19:49.406Z,請這對雙胞胎真不知道有什麼屁用,7.0,"['請', '這對', '雙胞', '胎真', '不知道', '有', '什麼', '屁用']"
1336,238840630,2022-05-12 17:04:04.026000+00:00,2022-05-12T17:04:04.026Z,彷彿看到三年二班手工薯條,7.0,"['彷彿', '看到', '三年', '二班', '手工', '薯條']"
1337,238840630,2022-05-12 17:08:10.390000+00:00,2022-05-12T17:08:10.390Z,剪奢華剛剪出來看起來好像嗑藥樣子是我錯覺嗎🤔,1.0,"['剪', '奢華', '剛剪', '出', '來看', '起來', '好像', '嗑', '藥樣子', '是', '我', '錯覺', '嗎', '🤔']"
1338,238840630,2022-05-12 17:31:23.056000+00:00,2022-05-12T17:41:07.546Z,其實這真是近期非常流行在各大時尚圈及名人圈髮型可以去看看楊丞琳近期髮型就知道了楊丞琳算是很愛變髮型髮型上走在蠻前端藝人只能說Andy老師真太強走在太前端目前台北設計師都還在進修這種髮型還沒真進入市場中南部設計師更不用說可能都還沒跟上雙胞胎說真就是沒質感也不是當藝人料跟莊敬畢業9妹超像17歲了也算成年人了還沒有自己獨特性真不要出來做藝人我15歲妹妹都比他們成熟雙胞胎妹妹看起來只有國中生成熟度姊姊還好一些比較有姊姊樣子但跟正常17歲少女相比還是不夠沒半點專長一副嘻嘻笑笑酷炫拍了一隻影片救他們看起來就是也沒聽進去道個歉超沒誠意事後還在說自己多努力這點程度叫努力那真是可以慢走不送還一副我沒錯樣子看了就討厭你真以為Andy老師沒兩把刷子有人會買單這個剪髮費用嗎見識淺薄雙胞胎不喜歡讀書想當藝人網紅yter也好歹增加一下自己美感常識穿搭表演口才主持吧還是覺得這圈子很好混長得可愛能當飯吃重點是一開口就不可愛看起來超欠揍想翻白眼要吃男生客群也無法應該只有未成年少年才會吃這種長相,24.0,"['其實', '這真', '是', '近期', '非常', '流行', '在', '各大時', '尚圈', '及', '名人', '圈', '髮', '型', '可以', '去', '看', '看', '楊丞琳', '近期', '髮', '型', '就', '知道', '了', '楊丞琳算', '是', '很', '愛變', '髮', '型', '髮', '型', '上', '走', '在', '蠻', '前端', '藝人', '只能', '說', 'Andy', '老師', '真太強', '走', '在', '太', '前端', '目前', '台北', '設計師', '都', '還在', '進修', '這種', '髮', '型', '還沒真', '進入', '市場', '中南部', '設計師', '更', '不用說', '可能', '都', '還沒', '跟', '上', '雙胞胎', '說', '真', '就是', '沒質', '感', '也', '不是', '當藝', '人料', '跟', '莊敬', '畢業', '9', '妹超', '像', '17', '歲', '了', '也', '算', '成年人', '了還', '沒有', '自己', '獨特性', '真', '不要', '出來', '做藝人', '我', '15', '歲', '妹妹', '都', '比', '他們', '成熟', '雙胞胎', '妹妹', '看起', '來', '只有', '國中生', '成熟度', '姊姊', '還好', '一些', '比較', '有', '姊姊', '樣子', '但', '跟', '正常', '17', '歲', '少女', '相比', '還是', '不夠', '沒', '半點', '專長', '一副', '嘻', '嘻笑', '笑酷', '炫', '拍', '了', '一隻', '影片', '救', '他們', '看起', '來', '就是', '也', '沒', '聽', '進去', '道', '個', '歉超', '沒誠意', '事後', '還在', '說', '自己', '多', '努力', '這點', '程度', '叫', '努力', '那真', '是', '可以', '慢走', '不送還', '一副', '我', '沒錯', '樣子', '看', '了', '就', '討厭', '你', '真以', '為', 'Andy', '老師', '沒', '兩把刷子', '有人會', '買單', '這個', '剪髮', '費用', '嗎', '見識', '淺', '薄', '雙胞胎', '不', '喜歡', '讀書', '想', '當藝人', '網紅', 'yter', '也', '好歹', '增加', '一', '下自', '己', '美感', '常識', '穿', '搭表演', '口才', '主持', '吧', '還是', '覺得', '這', '圈子', '很', '好', '混長', '得', '可愛', '能', '當飯', '吃重', '點是', '一開', '口', '就', '不可', '愛看', '起來', '超欠', '揍', '想', '翻白', '眼要', '吃', '男生', '客群', '也', '無法', '應該', '只有', '未', '成年', '少年', '才', '會', '吃', '這種', '長', '相']"
1339,238840630,2022-05-13 03:22:55.677000+00:00,2022-05-13T03:23:17.966Z,我自己是唸流行設計覺得andy老師剪造型很前衛很好看明顯跟平價有差距舞台上效果會很好最近有些有個性人也會喜歡留髮型只是這種髮型高中妹妹應該欣賞不來他們就只在乎同儕會不會喜歡剪時候事前不可能沒討論事後才說自己想留長那為什麼要排這種通告然後剪完還說知道錄影不能哭真不需要勉強自己上這種需要逼自己強顏歡笑通告,14.0,"['我', '自己', '是', '唸', '流行', '設計', '覺得', 'andy', '老師', '剪造型', '很', '前衛', '很', '好看', '明顯', '跟', '平價', '有', '差距', '舞', '台上', '效果', '會', '很', '好', '最近', '有些', '有', '個性', '人', '也', '會', '喜歡', '留', '髮', '型', '只是', '這種', '髮', '型', '高中', '妹妹', '應該', '欣賞', '不來', '他們', '就', '只在乎', '同儕', '會不會', '喜歡', '剪時候', '事前', '不', '可能', '沒討論', '事後', '才', '說', '自己', '想', '留長', '那', '為什麼', '要排', '這種', '通告', '然後', '剪', '完', '還說', '知道', '錄影', '不能', '哭', '真', '不', '需要', '勉強', '自己', '上', '這種', '需要', '逼', '自己', '強顏歡笑', '通告']"
1340,238840630,2022-05-13 03:42:50.792000+00:00,2022-05-13T03:56:22.434Z,髮型好不好看是一回事噢可能在她們這個年紀髮型就是一切再大一點就會知道顏值才是顏值高不管什麼髮型都駕馭起來如果妹妹剪完頭後一開始表現不滿意樣子但後來表現出超級自信反差一直狂撥頭髮看鏡頭擺模特pose搶鏡那影片效果會很好而且妹妹人設也馬上立起來完全可以跟姊姊走不同路線每個圈子都會自己淘汰掉不適合人想留長髮那當初跟製作單位就要提出說不願意剪短打層次想法怎麼會最後剪完大家都不開心髮型師覺得被冒犯剪輯師覺得難剪片主持人很尷尬製作人也傻眼來賓不喜歡髮型表現出來不爽不知道可以看金針菇剪劉海蔡哥染遊戲王髮色或是大陸那個痞幼還是誰影片也是瀏海被阿伯剪很恐怖但顏值跟服裝能駕馭起來,10.0,"['髮', '型', '好', '不', '好看', '是', '一', '回事', '噢', '可能', '在', '她們', '這個', '年紀', '髮', '型', '就是', '一切', '再大', '一點', '就', '會', '知道', '顏值', '才', '是', '顏值', '高', '不管', '什麼', '髮', '型', '都', '駕馭', '起來', '如果', '妹妹', '剪', '完頭', '後', '一開', '始表現', '不滿', '意樣子', '但', '後來', '表現', '出超', '級', '自信', '反差', '一直', '狂撥頭', '髮', '看鏡頭', '擺', '模特', 'pose', '搶鏡', '那', '影片', '效果', '會', '很', '好', '而', '且', '妹妹', '人設', '也', '馬', '上立', '起來', '完全', '可以', '跟', '姊姊', '走', '不', '同路', '線', '每個', '圈子', '都', '會', '自己', '淘汰', '掉', '不適', '合人想', '留長', '髮', '那', '當初', '跟', '製', '作', '單位', '就要', '提出', '說', '不願意', '剪短', '打', '層次', '想法', '怎麼', '會', '最後剪', '完', '大家', '都', '不開', '心', '髮', '型師', '覺得', '被', '冒犯', '剪輯', '師', '覺得', '難', '剪片', '主持人', '很', '尷尬', '製', '作', '人', '也', '傻眼', '來賓', '不', '喜歡', '髮', '型', '表現', '出來', '不爽', '不知道', '可以', '看金', '針菇', '剪', '劉海', '蔡哥', '染遊', '戲王', '髮', '色', '或是', '大陸', '那個', '痞幼', '還是', '誰', '影片', '也', '是', '瀏海', '被', '阿伯剪', '很', '恐怖', '但', '顏值', '跟', '服裝能', '駕馭', '起來']"
1343,238840630,2022-05-13 03:54:51.686000+00:00,2022-05-13T03:54:51.686Z,Joe是要對決不就是真實評價各種差異嗎又不是業配妹妹呈現消費者最真實一面也無妨吧我是完全能理解剪完頭醜到哭出來心境,3.0,"['Joe', '是', '要', '對決', '不', '就是', '真實', '評價', '各種', '差異', '嗎', '又', '不是', '業配', '妹妹', '呈現', '消費者', '最真實', '一面', '也', '無妨', '吧', '我', '是', '完', '全能', '理解', '剪', '完頭', '醜到', '哭', '出來', '心境']"
1344,238840630,2022-05-13 07:43:23.234000+00:00,2022-05-13T07:51:43.181Z,實在不懂酷炫為什麼要收他們兩個他們除了長得漂亮和是雙胞胎以外有其他優點嗎⋯⋯自己頻道影片也很尷尬到別人影片更尷尬更放不開真心覺得啄木鳥好太多了但反骨好像比較不捧他官方IG也沒有追蹤他QQyoutubeds0s84wods貼個很好笑啄木鳥他ig粉絲少雙胞胎超多QQ,4.0,"['實在', '不', '懂酷', '炫', '為什麼', '要收', '他們', '兩個', '他們', '除了', '長', '得', '漂亮', '和', '是', '雙胞胎', '以外', '有', '其他', '優點', '嗎', '⋯', '⋯', '自己', '頻道', '影片', '也', '很', '尷尬', '到', '別人', '影片', '更', '尷尬', '更放', '不開', '真心', '覺得', '啄木鳥', '好太多', '了', '但', '反骨', '好像', '比較', '不', '捧', '他', '官方', 'IG', '也', '沒有', '追', '蹤', '他', 'QQyoutubeds0s84wods', '貼個', '很', '好笑', '啄木鳥', '他', 'ig', '粉絲少', '雙胞胎', '超多', 'QQ']"
